signal_date,G1,G2,G3,G4,G5
2016-01-29,0.01518553460222119,0.014422695264690607,0.023332969564704823,0.02708773430173273,0.040385631294200204
2016-02-29,0.18162260067074648,0.16263412635133656,0.13230242745116538,0.12975476482509174,0.11564472692946155
2016-03-31,0.02061614919193493,0.003989274637752518,0.006073290200678502,0.014945092371041316,0.01595821191497682
2016-04-29,-0.036016569905155844,-0.03329917934499919,-0.022791281589860313,-0.03627659611709703,-0.026235896291881163
2016-05-31,0.028903837452237593,0.028537173214385474,0.04065118763788842,0.04384925176648468,0.010611753209456327
2016-06-30,0.011460976802271799,0.018063311452507586,0.002916728134365305,0.009192781312947105,-0.03449809756417757
2016-07-29,0.05890443189443092,0.051647233832514274,0.05262063433306463,0.038099508230757036,0.04109175063222858
2016-08-31,-0.001489033278002262,0.021043767292960123,0.020544599779458262,0.005363755902514645,0.01562043012864227
2016-09-30,0.019058368075050743,0.01687360698752457,0.014987508368720792,0.017071339453655993,0.0015341443808649154
2016-10-31,0.007117190487854175,0.02084422641396635,0.026949158471993643,0.02819706475080294,0.013071980401703404
2016-11-30,-0.06096970360149881,-0.05769959794380696,-0.05272665401945138,-0.030970608309165763,-0.030974019614969386
2016-12-30,-0.038338180847441235,-0.021665936439217062,-0.02278697472885391,-0.007439652610501197,-0.011474090827148531
2017-01-26,0.057333425187790145,0.04431925473698516,0.03838147175909194,0.036512047862369314,0.06555368345288212
2017-02-28,-0.004424342700606348,0.004871481746212897,-0.0003983056392615755,0.02919496044708859,0.005603067282474826
2017-03-31,-0.0775197079038464,-0.07349822051107935,-0.056645994443673096,-0.046620516724276986,-0.025256759785314917
2017-04-28,-0.09877733279758934,-0.09548796218635523,-0.07712303062738546,-0.07275405997345862,-0.07111120322090221
2017-05-31,0.10208605593465121,0.08920018548489467,0.08554293932844259,0.08159214318549372,0.07582267016574792
2017-06-30,0.022946703323738597,0.0019148312923926254,0.012474188986082178,0.025891084617995205,0.010233358618172898
2017-07-31,0.057734737833352666,0.026131461688632836,0.02639790113760253,0.024504212038882,0.05116895907399679
2017-08-31,0.023213938632355043,0.028303650018728473,0.032695492885015984,0.03118315478570074,0.01652566572962563
2017-09-29,-0.0388016257776412,-0.012920651359212082,-0.03318871925774141,-0.022145008177192515,-0.03238047256271034
2017-10-31,-0.0552416666447171,-0.043521842375971294,-0.04741432524669049,-0.03247666724326881,-0.022777211475260694
2017-11-30,-0.012783310209305976,-0.017158782030544023,-0.010556778949908276,0.010933153048483036,0.014015696670823165
2017-12-29,-0.06890150946992539,-0.06094851609413038,-0.06309781642169479,-0.04447704238565139,-0.046405847652119116
2018-01-31,0.04532269437143653,0.015979162592950433,0.006729252055144503,-0.0004449745546179347,0.0233576761969049
2018-02-28,0.038606102794706235,0.017320904173375066,0.0075654834759405895,-0.00010807607261420659,-0.011127491217801709
2018-03-30,-0.07053726666057306,-0.05222487556303705,-0.05180538144085298,-0.02358864355911981,-0.043968661132460576
2018-04-27,-0.031465810676731064,-0.012523558138856847,-0.013255075055787048,-0.017518367484034746,-0.03459124240562193
2018-05-31,-0.11149646143052887,-0.12487092301591962,-0.11156111997810639,-0.11334489852324448,-0.06686821254415133
2018-06-29,0.006708221143152559,0.014040186472115879,0.004412746275814741,0.011299954242112544,-0.009425567965013674
2018-07-31,-0.0772881267180679,-0.059903042699307574,-0.06826903899440488,-0.048864072955813846,-0.02288638299097076
2018-08-31,-0.023320368186161428,-0.033592768114577405,-0.035190498205043656,-0.018538002113247964,-0.05486966637723898
2018-09-28,-0.08563256290430818,-0.08231004572615468,-0.06385822143480722,-0.06747491665422341,-0.0540864575868665
2018-10-31,0.10087607376003625,0.10082562629211413,0.07766932946114341,0.052028791962228954,0.039450878396998436
2018-11-30,-0.12153564434807446,-0.0902712044476293,-0.0803860777270363,-0.0771258582543767,-0.07189449396639523
2018-12-28,0.006889229110472782,0.03441310606262867,0.03019975618336146,0.0350293196545494,0.05646382032414175
2019-01-31,0.23235749656290253,0.20816246638288893,0.1896058675421162,0.18162924964450927,0.166412655839442
2019-02-28,0.16305838044376172,0.1371445257301757,0.13780343332650996,0.1134354331590986,0.14911519203867396
2019-03-29,-0.1263046749929825,-0.1374419936404418,-0.14604250051791795,-0.16226543414193775,-0.16252377527873477
2019-04-30,-0.008966253156310711,-0.0038255851536518042,-0.0077895705617548735,0.017273605657323686,-0.008006606827385977
2019-05-31,0.060720198207353054,0.05436097729235867,0.05532850965638584,0.0486692806174474,0.039691160026915556
2019-06-28,-0.052306889118299706,-0.05307343741681493,-0.04054890386230666,-0.034927015636946585,-0.04995374270535048
2019-07-31,0.010160063992640696,0.003754191594500173,-0.00014323750871143777,0.023707749429146014,0.06675758898133974
2019-08-30,-0.018584720912136424,-0.0062227695977820595,-0.02443622706019997,-0.0007331480915167538,-0.020878265166571257
2019-09-30,-0.002007219709452445,0.010768076186253786,0.0027451708829655756,0.014251884756025705,-0.005823032556460626
2019-10-31,-0.016854592781520784,-0.01944636376637186,-0.018066707453922925,-0.01778190152159573,-0.022685195305252925
2019-11-29,0.09299352407946955,0.08078618875005648,0.09199542400270207,0.08350867728282559,0.12462800637087348
2019-12-31,-0.09596781327011278,-0.10906256679409018,-0.1193533277872732,-0.08679910074199079,-0.07593944471397711
2020-01-23,0.1173082904515165,0.09616361858478135,0.12933735576619226,0.15096399185117546,0.18305588691488958
2020-02-28,-0.05417619325262333,-0.061150033567283726,-0.07725719054222141,-0.10800387402106199,-0.1710235056077991
2020-03-31,0.026200066161720752,0.03249170726443485,0.04604986711241405,0.09009076043626636,0.11551907546012304
2020-04-30,0.03438162473167422,0.020703588817309097,0.014004841140781796,0.05111098795692641,0.029212749760884345
2020-05-29,0.05277988431751016,0.023254940883203457,0.041495918057521786,0.07009021511902357,0.06825482422356395
2020-06-30,0.1389569943718433,0.17635649503474443,0.14232455220297346,0.14551188190319658,0.17082597102777622
2020-07-31,0.005969058512552476,-0.0029892865800537276,0.01741478563285234,-0.01312734479555723,-0.0008692259820552295
2020-08-31,-0.050140417114589504,-0.04387860199576176,-0.04047398462828625,-0.06801293100319698,-0.044830404811288825
2020-09-30,-0.060625156207993136,-0.03923564427028233,-0.03335834411641747,-0.03549970393779623,0.005902222905053841
2020-10-30,0.042340100903301515,0.062358511986392244,0.06568696608164838,0.0870939484555313,0.0389626866825542
2020-11-30,-0.03503083281727891,-0.05950649004091437,-0.0393974337544903,-0.0012924991471008707,0.030602209282468817
2020-12-31,-0.05692444666811455,-0.05411052187672455,-0.033827404393424056,-0.03154419398576368,0.014126075583576116
2021-01-29,0.07063644819404885,0.04322884847641416,0.061304284868544334,0.027281789986452143,-0.0018018224235466934
2021-02-26,-0.002364639635133366,0.02595660801723917,0.01611885336315577,-0.0064859528700762685,-0.054682729179421026
2021-03-31,0.020870379637456957,0.012391416428286388,-0.003349564092685396,0.016971027611773767,0.038069900300536884
2021-04-30,0.05297199765040687,0.0359566348687734,0.03331121427369682,0.052818363332404396,0.03058480331351765
2021-05-31,-0.006695047168470802,-0.002107596621054438,-0.008842220118100885,0.0021009356754832587,0.0064813426111659045
2021-06-30,-0.027700269301530054,0.004640905680371024,0.008639381542351669,0.015250256141171934,0.056916293794000344
2021-07-30,0.020894944238787905,0.055473507124683644,0.07189126221335347,0.06831182485389055,0.07727051788718624
2021-08-31,0.0200130113237428,0.04349002069181158,0.039878026064837084,0.002886841120648365,-0.05544879537247256
2021-09-30,-0.008752958617579947,-0.012309835112118256,-0.03387394587659915,-0.024580450040346088,-0.02811722221961949
2021-10-29,0.06491133571581024,0.04461264372154738,0.026080203656682007,0.03141464581062172,0.02118256619075506
2021-11-30,0.01296344497522743,0.0636163008362516,0.04451669763257167,0.04013305637447091,0.026910054859995824
2021-12-31,-0.047713092895385126,-0.06445641679996088,-0.07184251211993437,-0.0993583904302246,-0.1293181500146086
2022-01-28,0.02792019017042178,0.027105636816523,0.01869162382313585,0.027777254067561676,0.021486230851579254
2022-02-28,-0.1362631705613182,-0.10115992210741288,-0.0400086290270267,-0.03375044293762486,0.007638320914034444
2022-03-31,-0.1278697933432084,-0.11181184296938634,-0.10498625744940984,-0.09659818211565886,-0.07400850444096452
2022-04-29,0.13030636605548654,0.09010266638228483,0.04835996847478006,0.028329192701689557,0.03367323123407213
2022-05-31,0.08740501755593938,0.08682983337722182,0.08066325088681676,0.04755627751843466,0.028069906445304542
2022-06-30,-0.038234968667940336,-0.00240482301299229,-0.017937634388025536,0.00755928558050769,0.012231413372946521
2022-07-29,-0.013313765912237924,-0.004383637218886521,-0.008642361808253556,-0.024303838813948778,-0.0832098036658876
2022-08-31,-0.09066000752292283,-0.06648129375919033,-0.07255759180495241,-0.08662984389592447,-0.0823977544374849
2022-09-30,0.08647825173427837,0.06370745569786,0.06696650137889763,0.05040421214061399,0.033247667342428594
2022-10-31,0.08649469196626981,0.05769464138042466,0.06391035729690345,0.047947636355926256,0.029424285488361287
2022-11-30,-0.026832013680677294,-0.03579135209140737,-0.029351719743792706,-0.02971459628349538,-0.03395182123970746
2022-12-30,0.06695469967579581,0.06662854678754243,0.07554984790747125,0.07699071235752082,0.05438504378662511
2023-01-31,-0.0051070373300658575,0.019564552048034027,0.020892468379633673,0.022588537760027453,0.011355149425589395
2023-02-28,-0.051748694201235554,-0.00489450788229793,-0.01360571952624265,0.028837113478732582,0.05842416251058033
2023-03-31,-0.04095678218055372,-0.011816086106251846,-0.0017475620613971099,-0.014608212605250663,-0.02764827011608276
2023-04-28,-0.05506982712512988,-0.0396589739167467,-0.023836569920048862,-0.01694841967715377,-0.01662973944182563
2023-05-31,0.033455484657569465,0.013318267789899037,0.012025220707890956,-0.003987022689251088,-0.021505036297523962
2023-06-30,0.026387005767392734,0.034716906047573014,0.03795988585633396,0.02619549439198222,-0.021516008913897017
2023-07-31,-0.06113258058911907,-0.06639954420040949,-0.05904550865917398,-0.05481238484445911,-0.03919733357421293
2023-08-31,-0.0064139400680923555,-0.0027560223204498913,-0.02194224719267377,-0.004156539724446404,-0.02741453005087511
2023-09-28,-0.023102310513918464,-0.014888647408163487,-0.016054370868913755,-0.026801130113993293,-0.023610277836353295
2023-10-31,0.012166858196952872,0.0010985869558031939,0.017397925009078052,0.009088386231734677,0.007876572294772892
2023-11-30,-0.03749930566825983,-0.028141712386744015,-0.021876828145739702,-0.02429162346570692,-0.03256590140666824
2023-12-29,-0.15172070967911902,-0.11955177658058438,-0.10550749601568894,-0.13197029938965116,-0.15880022582819892
2024-01-31,0.19082611024899052,0.1580078400074784,0.13096274797001375,0.11180034044315647,0.12864954925382655
2024-02-29,-0.032294062698499576,-0.016303651164291954,-0.0013358230372980924,0.012652422101424811,0.028525201641633958
2024-03-29,0.012970796044529737,0.013216076202758909,0.017699826601444636,0.028063246087885917,0.04157202011854178
2024-04-30,-0.05769276397837241,-0.06746902652397391,-0.03193746084092296,-0.03236580962144607,-0.036944188219722646
2024-05-31,-0.08124466184789934,-0.06913988876044894,-0.054522039222067276,-0.04416150792061953,-0.014271634581455226
2024-06-28,-0.008762010005497334,-0.0014887029262315912,-0.009822650151078085,-0.016917278661568055,-0.061304914692945474
2024-07-31,-0.07540596959356895,-0.04666813325691982,-0.054002867002218624,-0.06234720783914113,-0.07642988441994575
2024-08-30,0.3988381723454733,0.3986287214919827,0.36872389094304153,0.3538353360356852,0.3101914068872922
2024-09-30,-0.06952358772474204,-0.07348235508628602,-0.05760761078385666,-0.06584210985276644,-0.03171282080882277
2024-10-31,0.011288768254892974,0.016871989162185647,0.041351095682661716,0.04996634311738767,0.033907864860575156
2024-11-29,-0.013352784260067403,-0.06273214223440408,-0.05542193644324527,-0.0835237762930356,-0.11343259265598067
2024-12-31,0.006223710011653886,0.004836594376459202,0.0023821637723074407,-0.008113781763237786,0.02834388269082013
2025-01-27,0.0858636381817012,0.04520743752261365,0.03520780834741689,0.022690912778056287,0.07617379913035442
2025-02-28,0.023063897149118166,0.02681877520648106,0.018117623746434018,0.003680715655810823,-0.023558860788893514
2025-03-31,-0.030627722987155374,-0.04348351439221518,-0.03039783819965411,-0.03530721617636509,-0.010241321820812681
2025-04-30,-0.017893521356952772,0.007455377478593549,0.02651940076610673,0.016208604120007835,-0.006916711081303385
2025-05-30,0.05986284426975064,0.045195490678509094,0.04704028363201315,0.02220418863423974,0.023522481763448778
2025-06-30,0.06200269330345813,0.06689577148093197,0.05314398908619346,0.027694404040843435,0.041152143882567487
2025-07-31,0.11640366192696812,0.10537168620411234,0.10897758800540534,0.09569964669777192,0.16409957509562256
2025-08-29,0.000859979707057108,0.0262348993511222,0.06897797118690879,0.09399918396064356,0.05692882035395934
2025-09-30,0.012357670756279944,0.0012550794477012856,-0.015747625645356898,-0.025075325409463507,-0.04965882197917816
2025-10-31,-0.013307128144922107,-0.022712652997708405,-0.032284796851368786,-0.02819574323569683,-0.02669862533413181
